game_name,timestamp,hourly_channels,hourly_viewership,views_per_channel
Fallout 4,2024-04-20 15:00:00+00:00,14,2844,203.143
Fallout 4,2024-04-20 16:00:00+00:00,12,379,31.583
Fallout 4,2024-04-20 17:00:00+00:00,20,1239,61.95
Fallout 4,2024-04-20 18:00:00+00:00,25,2861,114.44
Fallout 4,2024-04-20 19:00:00+00:00,8,112,14.0
Fallout 76,2024-04-19 22:00:00+00:00,1,106,106.0
Fallout 76,2024-04-19 23:00:00+00:00,0,0,
Fallout 76,2024-04-20 00:00:00+00:00,1,62,62.0
Fallout 76,2024-04-20 01:00:00+00:00,0,0,
Fallout 76,2024-04-20 02:00:00+00:00,1,13,13.0
Fallout 76,2024-04-20 03:00:00+00:00,0,0,
Fallout 76,2024-04-20 04:00:00+00:00,0,0,
Fallout 76,2024-04-20 05:00:00+00:00,0,0,
Fallout 76,2024-04-20 06:00:00+00:00,2,157,78.5
Fallout 76,2024-04-20 07:00:00+00:00,0,0,
Fallout 76,2024-04-20 08:00:00+00:00,0,0,
Fallout 76,2024-04-20 09:00:00+00:00,0,0,
Fallout 76,2024-04-20 10:00:00+00:00,1,11,11.0
Fallout 76,2024-04-20 11:00:00+00:00,4,1680,420.0
Fallout 76,2024-04-20 12:00:00+00:00,5,320,64.0
Fallout 76,2024-04-20 13:00:00+00:00,6,215,35.833
Fallout 76,2024-04-20 14:00:00+00:00,7,4999,714.143
Fallout 76,2024-04-20 15:00:00+00:00,14,675,48.214
Fallout 76,2024-04-20 16:00:00+00:00,14,372,26.571
Fallout 76,2024-04-20 17:00:00+00:00,19,2388,125.684
Fallout 76,2024-04-20 18:00:00+00:00,16,678,42.375
Fallout 76,2024-04-20 19:00:00+00:00,8,306,38.25
Fallout: New Vegas,2024-04-20 05:00:00+00:00,1,7,7.0
Fallout: New Vegas,2024-04-20 06:00:00+00:00,0,0,
Fallout: New Vegas,2024-04-20 07:00:00+00:00,0,0,
Fallout: New Vegas,2024-04-20 08:00:00+00:00,1,2,2.0
Fallout: New Vegas,2024-04-20 09:00:00+00:00,0,0,
Fallout: New Vegas,2024-04-20 10:00:00+00:00,2,11,5.5
Fallout: New Vegas,2024-04-20 11:00:00+00:00,0,0,
Fallout: New Vegas,2024-04-20 12:00:00+00:00,1,4,4.0
Fallout: New Vegas,2024-04-20 13:00:00+00:00,3,46,15.333
Fallout: New Vegas,2024-04-20 14:00:00+00:00,5,200,40.0
Fallout: New Vegas,2024-04-20 15:00:00+00:00,7,597,85.286
Fallout: New Vegas,2024-04-20 16:00:00+00:00,16,2278,142.375
Fallout: New Vegas,2024-04-20 17:00:00+00:00,21,3074,146.381
Fallout: New Vegas,2024-04-20 18:00:00+00:00,23,414,18.0
Fallout: New Vegas,2024-04-20 19:00:00+00:00,18,128,7.111
Fortnite,2024-04-19 22:00:00+00:00,1,784,784.0
Fortnite,2024-04-19 23:00:00+00:00,0,0,
Fortnite,2024-04-20 00:00:00+00:00,0,0,
Fortnite,2024-04-20 01:00:00+00:00,0,0,
Fortnite,2024-04-20 02:00:00+00:00,0,0,
Fortnite,2024-04-20 03:00:00+00:00,0,0,
Fortnite,2024-04-20 04:00:00+00:00,0,0,
Fortnite,2024-04-20 05:00:00+00:00,0,0,
Fortnite,2024-04-20 06:00:00+00:00,0,0,
Fortnite,2024-04-20 07:00:00+00:00,0,0,
Fortnite,2024-04-20 08:00:00+00:00,0,0,
Fortnite,2024-04-20 09:00:00+00:00,0,0,
Fortnite,2024-04-20 10:00:00+00:00,2,1807,903.5
Fortnite,2024-04-20 11:00:00+00:00,6,8354,1392.333
Fortnite,2024-04-20 12:00:00+00:00,26,82762,3183.154
Fortnite,2024-04-20 13:00:00+00:00,6,16066,2677.667
Fortnite,2024-04-20 14:00:00+00:00,2,1207,603.5
Fortnite,2024-04-20 15:00:00+00:00,9,3847,427.444
Fortnite,2024-04-20 16:00:00+00:00,12,13308,1109.0
Fortnite,2024-04-20 17:00:00+00:00,15,7457,497.133
Fortnite,2024-04-20 18:00:00+00:00,12,30648,2554.0
Fortnite,2024-04-20 19:00:00+00:00,9,3982,442.444
GODDESS OF VICTORY: NIKKE,2024-04-19 19:00:00+00:00,1,4,4.0
GODDESS OF VICTORY: NIKKE,2024-04-19 20:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-19 21:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-19 22:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-19 23:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-20 00:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-20 01:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-20 02:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-20 03:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-20 04:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-20 05:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-20 06:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-20 07:00:00+00:00,1,183,183.0
GODDESS OF VICTORY: NIKKE,2024-04-20 08:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-20 09:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-20 10:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-20 11:00:00+00:00,1,14,14.0
GODDESS OF VICTORY: NIKKE,2024-04-20 12:00:00+00:00,1,210,210.0
GODDESS OF VICTORY: NIKKE,2024-04-20 13:00:00+00:00,2,30,15.0
GODDESS OF VICTORY: NIKKE,2024-04-20 14:00:00+00:00,1,34,34.0
GODDESS OF VICTORY: NIKKE,2024-04-20 15:00:00+00:00,2,4472,2236.0
GODDESS OF VICTORY: NIKKE,2024-04-20 16:00:00+00:00,0,0,
GODDESS OF VICTORY: NIKKE,2024-04-20 17:00:00+00:00,6,65,10.833
GODDESS OF VICTORY: NIKKE,2024-04-20 18:00:00+00:00,2,4,2.0
GODDESS OF VICTORY: NIKKE,2024-04-20 19:00:00+00:00,3,41,13.667
Games + Demos,2024-04-20 08:00:00+00:00,1,6,6.0
Games + Demos,2024-04-20 09:00:00+00:00,2,28,14.0
Games + Demos,2024-04-20 10:00:00+00:00,0,0,
Games + Demos,2024-04-20 11:00:00+00:00,2,1303,651.5
Games + Demos,2024-04-20 12:00:00+00:00,3,1346,448.667
Games + Demos,2024-04-20 13:00:00+00:00,3,11,3.667
Games + Demos,2024-04-20 14:00:00+00:00,4,20,5.0
Games + Demos,2024-04-20 15:00:00+00:00,1,56,56.0
Games + Demos,2024-04-20 16:00:00+00:00,10,84,8.4
Games + Demos,2024-04-20 17:00:00+00:00,28,679,24.25
Games + Demos,2024-04-20 18:00:00+00:00,18,153,8.5
Games + Demos,2024-04-20 19:00:00+00:00,25,550,22.0
Genshin Impact,2024-04-19 17:00:00+00:00,1,12,12.0
Genshin Impact,2024-04-19 18:00:00+00:00,0,0,
Genshin Impact,2024-04-19 19:00:00+00:00,0,0,
Genshin Impact,2024-04-19 20:00:00+00:00,0,0,
Genshin Impact,2024-04-19 21:00:00+00:00,0,0,
Genshin Impact,2024-04-19 22:00:00+00:00,0,0,
Genshin Impact,2024-04-19 23:00:00+00:00,0,0,
Genshin Impact,2024-04-20 00:00:00+00:00,0,0,
Genshin Impact,2024-04-20 01:00:00+00:00,0,0,
Genshin Impact,2024-04-20 02:00:00+00:00,0,0,
Genshin Impact,2024-04-20 03:00:00+00:00,0,0,
Genshin Impact,2024-04-20 04:00:00+00:00,0,0,
Genshin Impact,2024-04-20 05:00:00+00:00,0,0,
Genshin Impact,2024-04-20 06:00:00+00:00,0,0,
Genshin Impact,2024-04-20 07:00:00+00:00,0,0,
Genshin Impact,2024-04-20 08:00:00+00:00,0,0,
Genshin Impact,2024-04-20 09:00:00+00:00,1,22,22.0
Genshin Impact,2024-04-20 10:00:00+00:00,0,0,
Genshin Impact,2024-04-20 11:00:00+00:00,1,8,8.0
Genshin Impact,2024-04-20 12:00:00+00:00,1,32,32.0
Genshin Impact,2024-04-20 13:00:00+00:00,3,120,40.0
Genshin Impact,2024-04-20 14:00:00+00:00,7,627,89.571
Genshin Impact,2024-04-20 15:00:00+00:00,13,1417,109.0
Genshin Impact,2024-04-20 16:00:00+00:00,16,853,53.312
Genshin Impact,2024-04-20 17:00:00+00:00,19,1012,53.263
Genshin Impact,2024-04-20 18:00:00+00:00,25,1281,51.24
Genshin Impact,2024-04-20 19:00:00+00:00,11,813,73.909
Geometry Dash,2024-04-20 12:00:00+00:00,1,79,79.0
Geometry Dash,2024-04-20 13:00:00+00:00,2,21,10.5
Geometry Dash,2024-04-20 14:00:00+00:00,2,5,2.5
Geometry Dash,2024-04-20 15:00:00+00:00,0,0,
Geometry Dash,2024-04-20 16:00:00+00:00,5,34,6.8
Geometry Dash,2024-04-20 17:00:00+00:00,17,402,23.647
Geometry Dash,2024-04-20 18:00:00+00:00,28,169,6.036
Geometry Dash,2024-04-20 19:00:00+00:00,40,113,2.825
Grand Theft Auto V,2024-04-20 07:00:00+00:00,1,486,486.0
Grand Theft Auto V,2024-04-20 08:00:00+00:00,2,2211,1105.5
Grand Theft Auto V,2024-04-20 09:00:00+00:00,2,3994,1997.0
Grand Theft Auto V,2024-04-20 10:00:00+00:00,2,1690,845.0
Grand Theft Auto V,2024-04-20 11:00:00+00:00,4,2742,685.5
Grand Theft Auto V,2024-04-20 12:00:00+00:00,7,41598,5942.571
Grand Theft Auto V,2024-04-20 13:00:00+00:00,12,16737,1394.75
Grand Theft Auto V,2024-04-20 14:00:00+00:00,6,7542,1257.0
Grand Theft Auto V,2024-04-20 15:00:00+00:00,10,13145,1314.5
Grand Theft Auto V,2024-04-20 16:00:00+00:00,11,10429,948.091
Grand Theft Auto V,2024-04-20 17:00:00+00:00,14,19771,1412.214
Grand Theft Auto V,2024-04-20 18:00:00+00:00,18,26014,1445.222
Grand Theft Auto V,2024-04-20 19:00:00+00:00,11,7561,687.364
Gray Zone Warfare,2024-04-20 02:00:00+00:00,1,253,253.0
Gray Zone Warfare,2024-04-20 03:00:00+00:00,0,0,
Gray Zone Warfare,2024-04-20 04:00:00+00:00,0,0,
Gray Zone Warfare,2024-04-20 05:00:00+00:00,0,0,
Gray Zone Warfare,2024-04-20 06:00:00+00:00,0,0,
Gray Zone Warfare,2024-04-20 07:00:00+00:00,0,0,
Gray Zone Warfare,2024-04-20 08:00:00+00:00,1,82,82.0
Gray Zone Warfare,2024-04-20 09:00:00+00:00,0,0,
Gray Zone Warfare,2024-04-20 10:00:00+00:00,1,779,779.0
Gray Zone Warfare,2024-04-20 11:00:00+00:00,3,2966,988.667
Gray Zone Warfare,2024-04-20 12:00:00+00:00,6,4861,810.167
Gray Zone Warfare,2024-04-20 13:00:00+00:00,3,4676,1558.667
Gray Zone Warfare,2024-04-20 14:00:00+00:00,9,1248,138.667
Gray Zone Warfare,2024-04-20 15:00:00+00:00,9,5057,561.889
Gray Zone Warfare,2024-04-20 16:00:00+00:00,16,4221,263.812
Gray Zone Warfare,2024-04-20 17:00:00+00:00,12,9570,797.5
Gray Zone Warfare,2024-04-20 18:00:00+00:00,14,2403,171.643
Gray Zone Warfare,2024-04-20 19:00:00+00:00,14,6898,492.714
HELLDIVERS 2,2024-04-20 00:00:00+00:00,1,50,50.0
HELLDIVERS 2,2024-04-20 01:00:00+00:00,0,0,
HELLDIVERS 2,2024-04-20 02:00:00+00:00,0,0,
HELLDIVERS 2,2024-04-20 03:00:00+00:00,0,0,
HELLDIVERS 2,2024-04-20 04:00:00+00:00,0,0,
HELLDIVERS 2,2024-04-20 05:00:00+00:00,2,1548,774.0
HELLDIVERS 2,2024-04-20 06:00:00+00:00,0,0,
HELLDIVERS 2,2024-04-20 07:00:00+00:00,2,89,44.5
HELLDIVERS 2,2024-04-20 08:00:00+00:00,2,47,23.5
HELLDIVERS 2,2024-04-20 09:00:00+00:00,0,0,
HELLDIVERS 2,2024-04-20 10:00:00+00:00,0,0,
HELLDIVERS 2,2024-04-20 11:00:00+00:00,1,68,68.0
HELLDIVERS 2,2024-04-20 12:00:00+00:00,4,238,59.5
HELLDIVERS 2,2024-04-20 13:00:00+00:00,7,282,40.286
HELLDIVERS 2,2024-04-20 14:00:00+00:00,5,765,153.0
HELLDIVERS 2,2024-04-20 15:00:00+00:00,12,633,52.75
HELLDIVERS 2,2024-04-20 16:00:00+00:00,19,568,29.895
HELLDIVERS 2,2024-04-20 17:00:00+00:00,17,578,34.0
HELLDIVERS 2,2024-04-20 18:00:00+00:00,21,671,31.952
HELLDIVERS 2,2024-04-20 19:00:00+00:00,5,117,23.4
Hearthstone,2024-04-20 04:00:00+00:00,1,3,3.0
Hearthstone,2024-04-20 05:00:00+00:00,3,1785,595.0
Hearthstone,2024-04-20 06:00:00+00:00,0,0,
Hearthstone,2024-04-20 07:00:00+00:00,0,0,
Hearthstone,2024-04-20 08:00:00+00:00,1,6,6.0
Hearthstone,2024-04-20 09:00:00+00:00,1,457,457.0
Hearthstone,2024-04-20 10:00:00+00:00,2,181,90.5
Hearthstone,2024-04-20 11:00:00+00:00,2,7453,3726.5
Hearthstone,2024-04-20 12:00:00+00:00,1,5,5.0
Hearthstone,2024-04-20 13:00:00+00:00,2,195,97.5
Hearthstone,2024-04-20 14:00:00+00:00,13,822,63.231
Hearthstone,2024-04-20 15:00:00+00:00,12,1899,158.25
Hearthstone,2024-04-20 16:00:00+00:00,10,295,29.5
Hearthstone,2024-04-20 17:00:00+00:00,19,3770,198.421
Hearthstone,2024-04-20 18:00:00+00:00,16,431,26.938
Hearthstone,2024-04-20 19:00:00+00:00,12,326,27.167
Honkai: Star Rail,2024-04-19 21:00:00+00:00,1,6,6.0
Honkai: Star Rail,2024-04-19 22:00:00+00:00,0,0,
Honkai: Star Rail,2024-04-19 23:00:00+00:00,0,0,
Honkai: Star Rail,2024-04-20 00:00:00+00:00,0,0,
Honkai: Star Rail,2024-04-20 01:00:00+00:00,1,56,56.0
Honkai: Star Rail,2024-04-20 02:00:00+00:00,0,0,
Honkai: Star Rail,2024-04-20 03:00:00+00:00,0,0,
Honkai: Star Rail,2024-04-20 04:00:00+00:00,0,0,
Honkai: Star Rail,2024-04-20 05:00:00+00:00,0,0,
Honkai: Star Rail,2024-04-20 06:00:00+00:00,1,11,11.0
Honkai: Star Rail,2024-04-20 07:00:00+00:00,3,32,10.667
Honkai: Star Rail,2024-04-20 08:00:00+00:00,0,0,
Honkai: Star Rail,2024-04-20 09:00:00+00:00,1,347,347.0
Honkai: Star Rail,2024-04-20 10:00:00+00:00,1,17,17.0
Honkai: Star Rail,2024-04-20 11:00:00+00:00,3,42,14.0
Honkai: Star Rail,2024-04-20 12:00:00+00:00,4,104,26.0
Honkai: Star Rail,2024-04-20 13:00:00+00:00,5,170,34.0
Honkai: Star Rail,2024-04-20 14:00:00+00:00,6,152,25.333
Honkai: Star Rail,2024-04-20 15:00:00+00:00,9,330,36.667
Honkai: Star Rail,2024-04-20 16:00:00+00:00,13,530,40.769
Honkai: Star Rail,2024-04-20 17:00:00+00:00,16,458,28.625
Honkai: Star Rail,2024-04-20 18:00:00+00:00,25,733,29.32
Honkai: Star Rail,2024-04-20 19:00:00+00:00,9,95,10.556
Hunt: Showdown,2024-04-20 03:00:00+00:00,1,30,30.0
Hunt: Showdown,2024-04-20 04:00:00+00:00,0,0,
Hunt: Showdown,2024-04-20 05:00:00+00:00,0,0,
Hunt: Showdown,2024-04-20 06:00:00+00:00,0,0,
Hunt: Showdown,2024-04-20 07:00:00+00:00,0,0,
Hunt: Showdown,2024-04-20 08:00:00+00:00,0,0,
Hunt: Showdown,2024-04-20 09:00:00+00:00,1,18,18.0
Hunt: Showdown,2024-04-20 10:00:00+00:00,1,11,11.0
Hunt: Showdown,2024-04-20 11:00:00+00:00,0,0,
Hunt: Showdown,2024-04-20 12:00:00+00:00,3,38,12.667
Hunt: Showdown,2024-04-20 13:00:00+00:00,2,41,20.5
Hunt: Showdown,2024-04-20 14:00:00+00:00,7,271,38.714
Hunt: Showdown,2024-04-20 15:00:00+00:00,14,662,47.286
Hunt: Showdown,2024-04-20 16:00:00+00:00,24,1072,44.667
Hunt: Showdown,2024-04-20 17:00:00+00:00,15,363,24.2
Hunt: Showdown,2024-04-20 18:00:00+00:00,20,1084,54.2
Hunt: Showdown,2024-04-20 19:00:00+00:00,8,120,15.0
Just Chatting,2024-04-19 12:00:00+00:00,1,5368,5368.0
Just Chatting,2024-04-19 13:00:00+00:00,0,0,
Just Chatting,2024-04-19 14:00:00+00:00,0,0,
Just Chatting,2024-04-19 15:00:00+00:00,0,0,
Just Chatting,2024-04-19 16:00:00+00:00,1,5530,5530.0
Just Chatting,2024-04-19 17:00:00+00:00,0,0,
Just Chatting,2024-04-19 18:00:00+00:00,0,0,
Just Chatting,2024-04-19 19:00:00+00:00,1,2466,2466.0
Just Chatting,2024-04-19 20:00:00+00:00,0,0,
Just Chatting,2024-04-19 21:00:00+00:00,0,0,
Just Chatting,2024-04-19 22:00:00+00:00,0,0,
Just Chatting,2024-04-19 23:00:00+00:00,0,0,
Just Chatting,2024-04-20 00:00:00+00:00,0,0,
Just Chatting,2024-04-20 01:00:00+00:00,0,0,
Just Chatting,2024-04-20 02:00:00+00:00,2,3156,1578.0
Just Chatting,2024-04-20 03:00:00+00:00,0,0,
Just Chatting,2024-04-20 04:00:00+00:00,1,5605,5605.0
Just Chatting,2024-04-20 05:00:00+00:00,0,0,
Just Chatting,2024-04-20 06:00:00+00:00,0,0,
Just Chatting,2024-04-20 07:00:00+00:00,1,1324,1324.0
Just Chatting,2024-04-20 08:00:00+00:00,0,0,
Just Chatting,2024-04-20 09:00:00+00:00,1,12090,12090.0
Just Chatting,2024-04-20 10:00:00+00:00,1,897,897.0
Just Chatting,2024-04-20 11:00:00+00:00,1,822,822.0
Just Chatting,2024-04-20 12:00:00+00:00,3,4321,1440.333
Just Chatting,2024-04-20 13:00:00+00:00,5,9875,1975.0
Just Chatting,2024-04-20 14:00:00+00:00,4,13789,3447.25
Just Chatting,2024-04-20 15:00:00+00:00,6,16435,2739.167
Just Chatting,2024-04-20 16:00:00+00:00,9,57449,6383.222
Just Chatting,2024-04-20 17:00:00+00:00,20,43372,2168.6
Just Chatting,2024-04-20 18:00:00+00:00,24,78346,3264.417
Just Chatting,2024-04-20 19:00:00+00:00,10,21529,2152.9
Kingdom Come: Deliverance,2024-04-18 20:00:00+00:00,1,1,1.0
Kingdom Come: Deliverance,2024-04-18 21:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-18 22:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-18 23:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 00:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 01:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 02:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 03:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 04:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 05:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 06:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 07:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 08:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 09:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 10:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 11:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 12:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 13:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 14:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 15:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 16:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 17:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 18:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 19:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 20:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 21:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 22:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-19 23:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-20 00:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-20 01:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-20 02:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-20 03:00:00+00:00,1,2,2.0
Kingdom Come: Deliverance,2024-04-20 04:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-20 05:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-20 06:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-20 07:00:00+00:00,1,1,1.0
Kingdom Come: Deliverance,2024-04-20 08:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-20 09:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-20 10:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-20 11:00:00+00:00,0,0,
Kingdom Come: Deliverance,2024-04-20 12:00:00+00:00,2,69,34.5
Kingdom Come: Deliverance,2024-04-20 13:00:00+00:00,2,304,152.0
Kingdom Come: Deliverance,2024-04-20 14:00:00+00:00,4,631,157.75
Kingdom Come: Deliverance,2024-04-20 15:00:00+00:00,11,77,7.0
Kingdom Come: Deliverance,2024-04-20 16:00:00+00:00,14,1307,93.357
Kingdom Come: Deliverance,2024-04-20 17:00:00+00:00,19,4423,232.789
Kingdom Come: Deliverance,2024-04-20 18:00:00+00:00,31,1386,44.71
Kingdom Come: Deliverance,2024-04-20 19:00:00+00:00,12,36,3.0
League of Legends,2024-04-19 09:00:00+00:00,1,340,340.0
League of Legends,2024-04-19 10:00:00+00:00,0,0,
League of Legends,2024-04-19 11:00:00+00:00,0,0,
League of Legends,2024-04-19 12:00:00+00:00,0,0,
League of Legends,2024-04-19 13:00:00+00:00,0,0,
League of Legends,2024-04-19 14:00:00+00:00,0,0,
League of Legends,2024-04-19 15:00:00+00:00,0,0,
League of Legends,2024-04-19 16:00:00+00:00,1,172,172.0
League of Legends,2024-04-19 17:00:00+00:00,0,0,
League of Legends,2024-04-19 18:00:00+00:00,0,0,
League of Legends,2024-04-19 19:00:00+00:00,0,0,
League of Legends,2024-04-19 20:00:00+00:00,0,0,
League of Legends,2024-04-19 21:00:00+00:00,0,0,
League of Legends,2024-04-19 22:00:00+00:00,0,0,
League of Legends,2024-04-19 23:00:00+00:00,0,0,
League of Legends,2024-04-20 00:00:00+00:00,0,0,
League of Legends,2024-04-20 01:00:00+00:00,0,0,
League of Legends,2024-04-20 02:00:00+00:00,1,4949,4949.0
League of Legends,2024-04-20 03:00:00+00:00,0,0,
League of Legends,2024-04-20 04:00:00+00:00,0,0,
League of Legends,2024-04-20 05:00:00+00:00,0,0,
League of Legends,2024-04-20 06:00:00+00:00,0,0,
League of Legends,2024-04-20 07:00:00+00:00,1,189,189.0
League of Legends,2024-04-20 08:00:00+00:00,1,108372,108372.0
League of Legends,2024-04-20 09:00:00+00:00,3,5346,1782.0
League of Legends,2024-04-20 10:00:00+00:00,3,2134,711.333
League of Legends,2024-04-20 11:00:00+00:00,3,15657,5219.0
League of Legends,2024-04-20 12:00:00+00:00,1,649,649.0
League of Legends,2024-04-20 13:00:00+00:00,4,7437,1859.25
League of Legends,2024-04-20 14:00:00+00:00,17,86882,5110.706
League of Legends,2024-04-20 15:00:00+00:00,24,102047,4251.958
League of Legends,2024-04-20 16:00:00+00:00,11,11249,1022.636
League of Legends,2024-04-20 17:00:00+00:00,9,6877,764.111
League of Legends,2024-04-20 18:00:00+00:00,15,10155,677.0
League of Legends,2024-04-20 19:00:00+00:00,5,947,189.4
Lethal Company,2024-04-19 09:00:00+00:00,1,354,354.0
Lethal Company,2024-04-19 10:00:00+00:00,0,0,
Lethal Company,2024-04-19 11:00:00+00:00,1,45,45.0
Lethal Company,2024-04-19 12:00:00+00:00,0,0,
Lethal Company,2024-04-19 13:00:00+00:00,0,0,
Lethal Company,2024-04-19 14:00:00+00:00,0,0,
Lethal Company,2024-04-19 15:00:00+00:00,0,0,
Lethal Company,2024-04-19 16:00:00+00:00,0,0,
Lethal Company,2024-04-19 17:00:00+00:00,0,0,
Lethal Company,2024-04-19 18:00:00+00:00,0,0,
Lethal Company,2024-04-19 19:00:00+00:00,0,0,
Lethal Company,2024-04-19 20:00:00+00:00,0,0,
Lethal Company,2024-04-19 21:00:00+00:00,0,0,
Lethal Company,2024-04-19 22:00:00+00:00,0,0,
Lethal Company,2024-04-19 23:00:00+00:00,0,0,
Lethal Company,2024-04-20 00:00:00+00:00,0,0,
Lethal Company,2024-04-20 01:00:00+00:00,0,0,
Lethal Company,2024-04-20 02:00:00+00:00,0,0,
Lethal Company,2024-04-20 03:00:00+00:00,0,0,
Lethal Company,2024-04-20 04:00:00+00:00,0,0,
Lethal Company,2024-04-20 05:00:00+00:00,0,0,
Lethal Company,2024-04-20 06:00:00+00:00,1,23,23.0
Lethal Company,2024-04-20 07:00:00+00:00,0,0,
Lethal Company,2024-04-20 08:00:00+00:00,0,0,
Lethal Company,2024-04-20 09:00:00+00:00,0,0,
Lethal Company,2024-04-20 10:00:00+00:00,4,106,26.5
Lethal Company,2024-04-20 11:00:00+00:00,2,21,10.5
Lethal Company,2024-04-20 12:00:00+00:00,1,8,8.0
Lethal Company,2024-04-20 13:00:00+00:00,4,124,31.0
Lethal Company,2024-04-20 14:00:00+00:00,7,299,42.714
Lethal Company,2024-04-20 15:00:00+00:00,8,437,54.625
Lethal Company,2024-04-20 16:00:00+00:00,16,2873,179.562
Lethal Company,2024-04-20 17:00:00+00:00,18,24891,1382.833
Lethal Company,2024-04-20 18:00:00+00:00,27,4938,182.889
Lethal Company,2024-04-20 19:00:00+00:00,9,155,17.222
Lost Ark,2024-04-20 05:00:00+00:00,1,10,10.0
Lost Ark,2024-04-20 06:00:00+00:00,1,17,17.0
Lost Ark,2024-04-20 07:00:00+00:00,1,46,46.0
Lost Ark,2024-04-20 08:00:00+00:00,3,119,39.667
Lost Ark,2024-04-20 09:00:00+00:00,6,630,105.0
Lost Ark,2024-04-20 10:00:00+00:00,9,3224,358.222
Lost Ark,2024-04-20 11:00:00+00:00,9,4432,492.444
Lost Ark,2024-04-20 12:00:00+00:00,5,665,133.0
Lost Ark,2024-04-20 13:00:00+00:00,6,514,85.667
Lost Ark,2024-04-20 14:00:00+00:00,7,257,36.714
Lost Ark,2024-04-20 15:00:00+00:00,14,1055,75.357
Lost Ark,2024-04-20 16:00:00+00:00,11,1056,96.0
Lost Ark,2024-04-20 17:00:00+00:00,9,737,81.889
Lost Ark,2024-04-20 18:00:00+00:00,13,422,32.462
Lost Ark,2024-04-20 19:00:00+00:00,5,86,17.2
Marvel Snap,2024-04-19 16:00:00+00:00,1,5,5.0
Marvel Snap,2024-04-19 17:00:00+00:00,1,10,10.0
Marvel Snap,2024-04-19 18:00:00+00:00,0,0,
Marvel Snap,2024-04-19 19:00:00+00:00,2,123,61.5
Marvel Snap,2024-04-19 20:00:00+00:00,0,0,
Marvel Snap,2024-04-19 21:00:00+00:00,0,0,
Marvel Snap,2024-04-19 22:00:00+00:00,0,0,
Marvel Snap,2024-04-19 23:00:00+00:00,0,0,
Marvel Snap,2024-04-20 00:00:00+00:00,0,0,
